propiedad;precio;ALMACENES PEQUENOS VENTA DE ALIMENTOS;ESTABLECIMIENTOS DE ENSENANZA PRIMARIA Y SECUNDARIA PARA ADULTOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;PELUQUERIAS Y SALONES DE BELLEZA;SECTOR
3641;6100;4;69;46;344;
3642;6100;163;177;333;128;
3643;6100;17;46;93;9;
3644;6118;593;200;247;1260;
3645;6118;38;67;138;126;
3646;6118;475;112;250;1001;
3647;6118;280;309;334;213;
3648;6120;973;608;1121;1178;
3649;6120;1074;746;1165;914;
3650;6120;1220;947;918;889;
3651;6150;46;169;1313;41;
3652;6150;224;21;88;259;
3653;6150;327;49;807;287;
3654;6150;186;101;19;151;
3655;6150;283;119;50;239;
3656;6174;216;14;958;275;
3657;6190;329;1168;396;1285;
3658;6190;353;237;1240;899;
3659;6191;105;182;994;661;
3660;6193;106;133;174;267;
3661;6193;35;1206;291;162;
3662;6193;122;103;205;146;
3663;6193;75;43;30;141;
3664;6193;1332;1226;963;838;
3665;6193;122;149;110;123;
3666;6193;145;35;83;140;
3667;6193;1211;105;39;21;
3668;6193;373;163;958;148;
3669;6193;416;1379;441;288;
3670;6193;7;15;317;63;
3671;6193;44;211;393;221;
3672;6193;31;163;305;306;
3673;6193;173;7;299;4;
3674;6194;613;463;727;978;
3675;6200;907;442;1180;737;
3676;6200;161;122;101;144;
3677;6200;115;159;8;229;
3678;6200;117;72;1060;101;
3679;6200;1155;1016;1131;1380;
3680;6200;499;1337;480;478;
3681;6200;1055;895;642;421;
3682;6200;71;141;962;577;
3683;6200;948;1351;539;982;
3684;6200;59;41;289;220;
3685;6200;35;138;244;67;
3686;6200;19;268;386;7;
3687;6200;530;501;1349;530;
3688;6200;106;29;398;53;
3689;6200;201;142;245;65;
3690;6200;123;77;453;103;
3691;6200;155;193;391;400;
3692;6200;245;141;223;61;
3693;6200;46;241;96;79;
3694;6200;21;45;97;77;
3695;6200;22;38;63;39;
3696;6200;113;146;209;149;
3697;6201;357;183;391;303;
3698;6218;767;33;153;387;
3699;6230;136;230;400;336;
3700;6250;250;21;87;286;
3701;6250;443;1302;1188;1109;
3702;6250;104;368;306;1322;
3703;6278;190;268;194;128;
3704;6290;683;1317;476;479;
3705;6299;71;45;30;150;
3706;6300;167;158;108;171;
3707;6300;176;163;121;273;
3708;6300;1286;121;218;355;
3709;6300;164;134;927;65;
3710;6300;195;79;210;71;
3711;6300;44;23;340;4;
3712;6300;293;104;183;205;
3713;6300;287;78;128;30;
3714;6300;20;231;328;122;
3715;6300;300;41;262;295;
3716;6300;2;95;282;49;
3717;6300;193;73;355;157;
3718;6300;77;109;350;76;
3719;6300;154;93;366;167;
3720;6300;86;289;257;58;
3721;6300;153;1062;1217;344;
3722;6300;168;162;194;286;
3723;6300;178;2;359;108;
3724;6300;106;19;367;146;
3725;6300;21;229;270;96;
3726;6300;849;1004;826;440;
3727;6300;273;143;298;270;
3728;6300;150;147;396;18;
3729;6306;355;188;1354;160;
3730;6306;88;177;166;10;
3731;6306;50;21;374;130;
3732;6306;895;92;722;46;
3733;6306;75;177;287;54;
3734;6324;158;227;369;265;
3735;6340;226;54;355;1213;
3736;6343;94;381;114;61;
3737;6343;635;1261;1375;929;
3738;6343;31;297;355;259;
3739;6343;1184;131;391;288;
3740;6343;575;32;279;192;
3741;6350;84;217;394;275;
3742;6350;232;182;540;438;
3743;6350;692;171;305;164;
3744;6350;282;20;495;316;
3745;6350;52;95;244;57;
3746;6350;349;28;1009;369;
3747;6350;266;184;17;206;
3748;6350;134;357;32;95;
3749;6362;81;177;19;37;
3750;6365;183;163;179;146;
3751;6370;239;93;847;419;
3752;6373;124;923;75;395;
3753;6377;414;139;348;290;
3754;6380;228;132;271;127;
3755;6380;274;128;225;103;
3756;6380;50;305;250;81;
3757;6380;221;249;675;1004;
3758;6381;28;346;209;250;
3759;6381;129;142;174;186;
3760;6381;14;146;257;82;
3761;6381;428;124;732;290;
3762;6381;509;146;208;1205;
3763;6381;354;116;397;347;
3764;6381;327;889;96;1258;
3765;6381;1224;14;21;45;
3766;6381;76;167;108;7;
3767;6381;56;189;305;116;
3768;6381;91;94;184;16;
3769;6381;60;80;1342;1130;
3770;6381;105;169;188;42;
3771;6381;66;270;363;545;
3772;6381;45;85;139;95;
3773;6381;852;423;1393;561;
3774;6382;281;47;143;126;
3775;6386;274;680;152;296;
3776;6390;209;758;67;67;
3777;6390;319;120;112;382;
3778;6390;304;124;121;396;
3779;6390;704;1110;726;962;
3780;6390;1354;567;1144;1215;
3781;6400;144;400;94;118;
3782;6400;51;19;45;83;
3783;6400;1284;24;1126;672;
3784;6400;145;114;139;186;
3785;6400;374;137;73;102;
3786;6400;1181;1235;936;1001;
3787;6400;67;245;170;82;
3788;6400;837;1095;1186;435;
3789;6400;837;291;266;184;
3790;6400;537;78;1024;29;
3791;6400;71;264;362;213;
3792;6400;294;275;211;292;
3793;6400;202;746;68;161;
3794;6400;110;102;155;158;
3795;6400;195;261;163;200;
3796;6403;164;87;737;265;
3797;6413;196;198;134;172;
3798;6418;1295;1271;823;1275;
3799;6433;73;13;220;52;
3800;6450;309;42;720;208;
3801;6450;256;293;288;139;
3802;6450;68;84;77;269;
3803;6456;462;1172;1220;1183;
3804;6456;185;207;192;133;
3805;6463;257;173;287;339;
3806;6490;738;562;559;1253;
3807;6490;18;236;151;66;
3808;6493;1286;1363;445;1217;
3809;6500;1046;1161;683;879;
3810;6500;161;121;162;104;
3811;6500;809;283;684;321;
3812;6500;464;227;166;192;
3813;6500;184;25;282;296;
3814;6500;236;200;31;286;
3815;6500;43;32;351;200;
3816;6500;39;56;179;31;
3817;6500;542;1059;1170;1070;
3818;6500;539;224;923;494;
3819;6500;508;226;604;362;
3820;6500;165;184;156;158;
3821;6500;151;13;233;278;
3822;6500;187;135;163;34;
3823;6500;230;530;3;173;
3824;6500;144;30;225;105;
3825;6500;104;168;149;139;
3826;6500;243;272;148;80;
3827;6500;166;242;371;330;
3828;6500;151;329;168;293;
3829;6500;231;128;344;296;
3830;6500;1083;1008;1194;743;
3831;6500;56;104;186;96;
3832;6500;124;300;1190;168;
3833;6500;307;214;386;262;
3834;6500;36;140;104;57;
3835;6500;395;395;43;340;
3836;6500;329;64;1028;1217;
3837;6500;825;138;359;284;
3838;6500;8;390;979;103;
3839;6500;32;154;56;264;
3840;6500;1108;889;1222;695;
3841;6500;83;1118;339;32;
3842;6500;1017;1161;1043;31;
3843;6500;5;120;3;7;
3844;6500;4;164;252;180;
3845;6500;275;286;396;139;
3846;6500;3;174;168;73;
3847;6500;25;88;75;386;
3848;6500;294;133;174;1177;
3849;6500;217;131;104;29;
3850;6500;1071;148;1313;1196;
3851;6500;115;117;94;287;
3852;6500;117;220;334;131;
3853;6500;312;45;120;320;
3854;6500;661;138;1101;964;
3855;6500;382;138;75;29;
3856;6500;299;381;524;1343;
3857;6500;1151;120;174;140;
3858;6500;23;163;101;6;
3859;6519;168;132;4;95;
3860;6531;389;256;614;305;
3861;6540;700;1257;957;1026;
3862;6550;353;112;109;382;
3863;6560;295;325;298;275;
3864;6564;295;156;667;164;
3865;6568;220;181;326;366;
3866;6568;141;156;246;156;
3867;6568;243;146;3;159;
3868;6568;34;215;26;32;
3869;6568;61;106;252;11;
3870;6568;65;29;76;47;
3871;6568;275;388;139;218;
3872;6568;311;120;323;397;
3873;6568;11;209;60;59;
3874;6568;1105;1178;472;808;
3875;6568;519;652;1167;412;
3876;6568;110;126;175;213;
3877;6568;483;597;852;1253;
3878;6568;333;193;384;286;
3879;6568;129;188;394;157;
3880;6568;49;80;200;32;
3881;6568;82;18;66;85;
3882;6577;857;801;974;1225;
3883;6580;97;231;273;158;
3884;6590;183;174;394;322;
3885;6590;179;122;1229;141;
3886;6590;88;122;288;121;
3887;6590;264;14;1192;962;
3888;6590;112;109;926;1250;
3889;6591;1268;462;1096;508;
3890;6600;338;292;227;260;
3891;6600;197;177;337;283;
3892;6600;119;160;182;161;
3893;6600;1128;57;12;68;
3894;6600;18;11;222;37;
3895;6600;141;289;278;180;
3896;6600;388;175;162;68;
3897;6600;37;34;193;354;
3898;6600;133;139;393;128;
3899;6600;295;1312;20;193;
3900;6600;125;306;147;119;
3901;6600;135;75;647;149;
3902;6606;940;1277;983;769;
3903;6606;372;240;335;323;
3904;6606;375;16;197;384;
3905;6642;181;117;332;48;
3906;6644;59;138;354;41;
3907;6644;387;23;262;889;
3908;6649;604;45;1282;226;
3909;6650;957;803;879;1240;
3910;6650;143;356;194;126;
3911;6650;233;87;291;297;
3912;6650;79;145;1265;1179;
3913;6650;103;112;677;513;
3914;6650;99;206;173;85;
3915;6650;263;175;204;190;
3916;6650;294;16;254;782;
3917;6655;286;233;285;236;
3918;6680;109;127;121;146;
3919;6681;318;62;355;337;
3920;6681;572;1167;757;483;
3921;6681;672;160;303;333;
3922;6681;193;46;195;15;
3923;6681;244;294;367;244;
3924;6690;173;226;286;172;
3925;6690;399;259;66;150;
3926;6700;259;4;947;1214;
3927;6700;81;357;124;49;
3928;6700;114;100;283;244;
3929;6700;76;1298;257;189;
3930;6700;108;179;173;162;
3931;6700;67;20;10;107;
3932;6700;138;272;151;276;
3933;6700;114;349;362;1086;
3934;6700;282;173;202;169;
3935;6700;125;182;20;204;
3936;6700;161;49;233;225;
3937;6700;298;310;181;175;
3938;6700;11;530;269;122;
3939;6700;352;281;251;880;
3940;6700;326;33;540;317;
3941;6700;264;236;269;246;
3942;6700;734;194;299;456;
3943;6700;131;256;192;245;
3944;6700;1380;146;213;784;
3945;6700;367;37;477;310;
3946;6700;104;219;190;279;
3947;6700;205;196;219;388;
3948;6700;126;58;196;215;
3949;6700;70;210;62;3;
3950;6710;235;18;369;816;
3951;6714;159;1191;15;381;
3952;6719;218;112;335;289;
3953;6719;341;149;12;48;
3954;6719;87;66;202;199;
3955;6719;239;103;363;256;
3956;6719;968;232;711;249;
3957;6719;365;5;82;212;
3958;6719;4;62;159;185;
3959;6730;237;155;1135;265;
3960;6730;400;69;51;265;
3961;6730;305;346;341;303;
3962;6730;355;356;321;305;
3963;6735;533;53;33;23;
3964;6737;173;80;117;21;
3965;6750;60;184;201;289;
3966;6750;301;218;989;1053;
3967;6750;237;156;113;294;
3968;6750;355;89;147;337;
3969;6750;136;173;325;163;
3970;6750;361;57;261;230;
3971;6750;132;109;748;175;
3972;6752;148;44;11;152;
3973;6756;70;94;79;128;
3974;6756;68;182;626;783;
3975;6756;4;1027;398;62;
3976;6756;98;51;19;348;
3977;6756;1324;620;443;1180;
3978;6756;185;5;18;187;
3979;6756;138;50;1257;155;
3980;6756;127;259;619;919;
3981;6756;223;124;592;109;
3982;6756;80;225;135;15;
3983;6756;170;11;15;373;
3984;6756;198;120;417;54;
3985;6756;393;124;170;317;
3986;6756;429;961;1239;616;
3987;6756;5;180;861;456;
3988;6756;906;84;530;76;
3989;6756;124;295;1021;1054;
3990;6756;247;151;195;252;
3991;6756;190;219;441;1275;
3992;6760;387;61;1080;252;
3993;6770;132;307;108;233;
3994;6780;241;89;155;231;
3995;6780;218;184;208;385;
3996;6780;83;184;293;58;
3997;6787;994;931;1320;1345;
3998;6790;230;295;584;254;
3999;6790;1146;421;414;862;
4000;6790;2;141;106;91;
4001;6798;173;167;388;102;
4002;6800;149;83;894;912;
4003;6800;69;69;145;134;
4004;6800;106;171;376;109;
4005;6800;837;150;148;138;
4006;6800;165;179;1080;802;
4007;6800;300;280;243;571;
4008;6800;196;191;344;155;
4009;6800;188;187;351;9;
4010;6800;349;40;65;276;
4011;6800;341;4;80;324;
4012;6800;981;817;772;1302;
4013;6800;158;121;888;1130;
4014;6800;204;119;65;211;
4015;6800;21;708;39;145;
4016;6800;63;28;387;366;
4017;6800;357;91;167;92;
4018;6800;334;319;141;229;
4019;6800;826;740;1398;473;
4020;6800;138;264;186;110;
4021;6800;131;219;395;200;
4022;6800;213;136;351;395;
4023;6800;134;66;907;403;
4024;6800;840;1040;1199;799;
4025;6800;333;37;78;382;
4026;6805;306;97;193;316;
4027;6830;305;32;341;251;
4028;6831;385;113;239;491;
4029;6831;968;794;1210;394;
4030;6831;295;142;411;164;
4031;6838;856;492;1347;1077;
4032;6840;206;44;207;107;
4033;6850;723;264;894;1251;
4034;6850;304;71;253;237;
4035;6850;174;218;594;130;
4036;6850;508;260;268;731;
4037;6850;256;61;350;268;
4038;6850;664;1289;1360;1054;
4039;6862;863;15;73;5;
4040;6869;23;87;94;54;
4041;6869;28;157;1300;11;
4042;6869;353;82;316;113;
4043;6888;147;55;181;109;
4044;6890;1113;46;51;200;
4045;6890;545;178;73;184;
4046;6890;219;197;12;280;
4047;6890;8;159;114;66;
4048;6890;407;45;386;382;
4049;6900;129;2;117;127;
4050;6900;630;524;1295;1233;
4051;6900;140;113;192;134;
4052;6900;261;216;150;10;
4053;6900;169;300;672;1151;
4054;6900;145;306;189;225;
4055;6900;839;85;52;291;
4056;6900;116;174;301;171;
4057;6900;287;335;1112;203;
4058;6900;1334;1257;1246;981;
4059;6900;286;235;192;212;
4060;6900;288;285;1350;174;
4061;6900;557;946;499;1277;
4062;6900;101;617;188;362;
4063;6900;448;87;297;1141;
4064;6900;1006;1375;1263;1149;
4065;6900;368;203;319;281;
4066;6900;936;1186;465;37;
4067;6900;396;75;97;369;
4068;6900;181;50;255;131;
4069;6900;369;5;7;352;
4070;6900;1263;865;750;1031;
4071;6900;294;368;61;380;
4072;6900;330;113;706;234;
4073;6900;168;306;383;970;
4074;6900;1305;586;227;730;
4075;6906;750;181;101;288;
4076;6906;304;197;207;300;
4077;6906;79;78;13;34;
4078;6906;116;105;22;61;
4079;6906;328;196;246;269;
4080;6916;171;51;110;41;
4081;6920;268;282;295;199;
4082;6930;340;35;44;268;
4083;6930;453;129;134;177;
4084;6930;395;46;61;181;
4085;6936;206;253;269;143;
4086;6940;110;120;111;74;
4087;6940;1213;156;573;251;
4088;6943;289;211;368;202;
4089;6944;55;241;269;110;
4090;6944;4;73;272;308;
4091;6944;20;51;159;33;
4092;6944;61;235;277;428;
4093;6944;6;282;252;178;
4094;6944;584;101;1082;290;
4095;6950;187;69;485;376;
4096;6950;195;117;155;107;
4097;6950;982;1181;669;578;
4098;6950;973;1372;438;1134;
4099;6950;218;12;229;79;
4100;6950;278;145;190;77;
4101;6950;901;6;145;144;
4102;6950;83;331;212;260;
4103;6950;71;13;331;229;
4104;6950;556;1123;1251;1003;
4105;6950;271;21;230;60;
4106;6950;110;52;246;43;
4107;6950;167;108;125;106;
4108;6980;100;107;344;2;
4109;6981;30;118;82;1241;
4110;6981;227;281;348;400;
4111;6990;266;390;89;395;
4112;6990;215;12;83;366;
4113;6990;255;69;1334;268;
4114;6990;73;35;319;116;
4115;6990;229;16;256;241;
4116;6990;259;51;1084;253;
4117;6990;276;372;12;388;
4118;6990;141;87;258;39;
4119;6990;16;300;128;6;
4120;6990;289;65;15;354;
4121;6990;1089;257;305;308;
4122;6995;66;18;274;695;
4123;6999;105;1;1274;223;
4124;7000;527;282;287;514;
4125;7000;498;40;1033;283;
4126;7000;6;355;19;56;
4127;7000;158;138;969;385;
4128;7000;249;3;252;403;
4129;7000;238;43;51;205;
4130;7000;163;117;162;231;
4131;7000;282;68;28;264;
4132;7000;281;3;507;253;
4133;7000;223;80;1275;230;
4134;7000;258;2;7;267;
4135;7000;274;7;610;253;
4136;7000;387;211;197;175;
4137;7000;168;286;128;61;
4138;7000;250;194;63;237;
4139;7000;333;213;192;108;
4140;7000;161;299;168;181;
4141;7000;562;801;427;940;
4142;7000;1378;23;190;86;
4143;7000;119;220;29;361;
4144;7000;1374;16;981;206;
4145;7000;390;289;111;53;
4146;7000;50;144;156;63;
4147;7000;363;6;116;46;
4148;7000;138;176;178;276;
4149;7000;1177;139;1253;201;
4150;7000;97;259;122;155;
4151;7002;75;811;151;364;
4152;7011;100;169;78;272;
4153;7015;256;206;284;259;
4154;7015;145;393;94;188;
4155;7019;95;23;207;27;
4156;7019;106;214;264;6;
4157;7030;166;283;1114;198;
4158;7030;151;203;416;123;
4159;7062;204;76;143;150;
4160;7090;77;148;136;342;
4161;7090;245;43;58;272;
4162;7097;292;25;214;69;
4163;7097;230;393;231;171;
4164;7100;270;151;1008;212;
4165;7100;124;312;263;154;
4166;7100;83;163;139;14;
4167;7100;1220;118;1055;1270;
4168;7100;339;45;1201;619;
4169;7100;242;202;146;163;
4170;7100;7;100;282;51;
4171;7100;731;808;1279;1311;
4172;7100;116;51;164;265;
4173;7100;53;188;55;31;
4174;7100;199;183;153;15;
4175;7100;740;115;201;160;
4176;7110;1092;806;1108;1284;
4177;7113;195;249;354;135;
4178;7113;188;137;182;233;
4179;7120;746;232;28;169;
4180;7126;238;295;235;250;
4181;7126;211;266;228;272;
4182;7130;347;261;297;285;
4183;7131;597;6;286;1351;
4184;7131;106;90;222;16;
4185;7131;279;203;216;166;
4186;7131;168;75;160;59;
4187;7131;140;58;190;42;
4188;7131;384;93;147;40;
4189;7131;22;111;174;64;
4190;7131;137;58;1290;142;
4191;7131;31;38;218;112;
4192;7140;371;262;1224;646;
4193;7150;100;178;182;33;
4194;7150;145;691;605;170;
4195;7150;1218;13;289;198;
4196;7150;349;30;41;363;
4197;7150;1400;51;243;178;
4198;7170;3;150;1090;4;
4199;7190;1296;182;1393;338;
4200;7200;1024;625;512;470;
4201;7200;703;653;707;1091;
4202;7200;649;118;219;135;
4203;7200;1223;59;1105;1292;
4204;7200;19;72;124;56;
4205;7200;342;180;238;310;
4206;7200;894;283;139;182;
4207;7200;283;285;226;379;
4208;7200;353;804;303;495;
4209;7200;263;260;1187;286;
4210;7200;358;215;282;731;
4211;7200;280;61;113;205;
4212;7200;268;8;37;271;
4213;7200;225;149;1252;206;
4214;7200;1247;242;147;144;
4215;7200;860;38;781;34;
4216;7200;1012;896;1289;1182;
4217;7200;111;60;289;78;
4218;7200;272;54;1200;164;
4219;7200;247;262;242;990;
4220;7200;821;1391;1073;1387;
4221;7207;323;217;371;371;
4222;7233;336;213;317;202;
4223;7244;1342;59;89;91;
4224;7250;13;600;329;97;
4225;7250;7;181;533;82;
4226;7250;802;3;20;4;
4227;7250;671;21;389;207;
4228;7250;81;162;180;184;
4229;7250;652;141;206;165;
4230;7268;319;238;751;1381;
4231;7280;72;390;1332;48;
4232;7290;1154;436;853;1093;
4233;7290;265;232;332;260;
4234;7290;208;170;122;149;
4235;7300;34;120;118;73;
4236;7300;172;300;300;70;
4237;7300;25;223;268;156;
4238;7300;1208;1024;1003;1289;
4239;7300;894;189;175;246;
4240;7300;55;259;182;38;
4241;7300;215;183;145;24;
4242;7300;385;116;8;292;
4243;7300;1370;141;182;901;
4244;7300;140;378;272;488;
4245;7300;2;360;240;273;
4246;7300;1028;142;197;813;
4247;7300;455;48;9;429;
4248;7300;187;274;282;22;
4249;7319;128;113;921;130;
4250;7319;88;281;130;131;
4251;7319;278;140;461;137;
4252;7319;3;186;1096;1;
4253;7319;223;152;640;281;
4254;7319;30;246;155;106;
4255;7319;263;169;779;290;
4256;7319;147;145;641;131;
4257;7319;1171;31;28;6;
4258;7319;267;155;1247;218;
4259;7323;889;192;1328;284;
4260;7323;976;139;781;258;
4261;7335;241;160;123;382;
4262;7349;277;85;454;225;
4263;7350;271;388;111;184;
4264;7350;280;1083;55;187;
4265;7350;322;454;945;290;
4266;7390;61;50;18;286;
4267;7390;232;269;99;81;
4268;7390;372;26;1273;212;
4269;7400;928;138;1361;194;
4270;7400;110;145;175;89;
4271;7400;153;22;57;200;
4272;7400;9;168;199;51;
4273;7400;1326;1348;415;1293;
4274;7400;270;46;104;207;
4275;7400;140;184;40;19;
4276;7400;1363;1223;377;4;
4277;7400;59;158;155;172;
4278;7406;255;199;54;255;
4279;7407;258;78;582;1093;
4280;7432;287;157;985;247;
4281;7432;685;274;778;1390;
4282;7432;237;128;987;282;
4283;7450;983;104;442;388;
4284;7450;30;265;152;232;
4285;7450;596;593;136;1227;
4286;7450;879;149;552;371;
4287;7490;92;253;81;33;
4288;7490;284;301;116;224;
4289;7490;85;83;326;24;
4290;7490;1094;702;586;970;
4291;7490;270;125;5;204;
4292;7490;291;342;128;239;
4293;7490;122;105;170;135;
4294;7490;298;191;1026;206;
4295;7492;108;213;290;961;
4296;7493;343;50;93;204;
4297;7498;207;155;797;107;
4298;7499;353;56;290;322;
4299;7500;1341;989;1168;1195;
4300;7500;1243;772;690;1017;
4301;7500;287;15;153;118;
4302;7500;848;687;901;868;
4303;7500;1267;225;761;1264;
4304;7500;235;135;60;294;
4305;7500;1088;1325;1365;913;
4306;7500;699;143;1020;29;
4307;7500;119;169;212;176;
4308;7500;71;93;126;92;
4309;7500;79;23;155;28;
4310;7500;143;272;352;319;
4311;7500;245;1375;50;119;
4312;7500;1329;982;1060;1191;
4313;7500;81;7;297;95;
4314;7500;259;183;130;241;
4315;7500;22;1001;1340;1382;
4316;7500;163;322;133;199;
4317;7500;571;1330;935;265;
4318;7500;238;84;171;258;
4319;7500;721;321;786;593;
4320;7500;638;662;959;17;
4321;7500;767;654;499;1007;
4322;7500;59;229;171;104;
4323;7500;123;211;263;35;
4324;7500;225;184;163;235;
4325;7500;1123;279;1075;323;
4326;7500;28;85;110;23;
4327;7500;220;46;152;253;
4328;7500;5;190;87;83;
4329;7500;367;249;265;304;
4330;7500;309;43;1096;290;
4331;7500;112;101;227;38;
4332;7500;139;198;245;200;
4333;7500;217;296;211;135;
4334;7500;21;112;53;30;
4335;7500;1324;129;1065;1219;
4336;7500;25;5;50;64;
4337;7500;389;107;310;134;
4338;7500;376;946;399;364;
4339;7503;790;70;430;1363;
4340;7507;157;78;341;55;
4341;7507;365;218;319;213;
4342;7507;127;88;22;152;
4343;7507;391;224;221;258;
4344;7507;136;125;189;89;
4345;7507;390;231;264;262;
4346;7507;67;159;1155;172;
4347;7507;174;119;157;71;
4348;7507;377;146;346;213;
4349;7507;477;58;104;14;
4350;7507;257;65;208;218;
4351;7507;1015;525;795;508;
4352;7507;476;1214;789;804;
4353;7507;1221;169;379;130;
4354;7507;812;917;1157;846;
4355;7507;350;221;256;260;
4356;7507;1222;73;733;21;
4357;7507;785;667;789;628;
4358;7507;107;36;414;190;
4359;7507;626;406;727;458;
4360;7507;109;226;247;185;
4361;7540;567;289;273;190;
4362;7550;222;396;63;374;
4363;7550;76;36;387;133;
4364;7582;350;42;386;144;
4365;7582;215;177;1272;120;
4366;7600;47;27;59;18;
4367;7600;884;511;975;739;
4368;7600;62;222;333;19;
4369;7600;34;150;537;1084;
4370;7600;101;255;988;104;
4371;7600;159;111;274;159;
4372;7600;321;34;231;199;
4373;7600;317;276;312;1228;
4374;7600;362;319;382;397;
4375;7600;25;63;76;144;
4376;7600;238;33;24;128;
4377;7600;194;146;153;121;
4378;7650;221;240;1247;238;
4379;7657;80;325;105;194;
4380;7657;267;196;358;294;
4381;7661;285;179;245;143;
4382;7685;290;66;303;273;
4383;7686;240;118;147;236;
4384;7690;1324;126;950;389;
4385;7694;715;867;878;919;
4386;7694;181;75;627;1037;
4387;7694;122;325;267;127;
4388;7699;128;471;4;179;
4389;7700;153;76;200;194;
4390;7700;70;295;203;71;
4391;7700;300;322;342;283;
4392;7700;261;1315;210;1094;
4393;7700;199;189;325;286;
4394;7700;97;38;194;36;
4395;7700;133;32;707;1256;
4396;7700;1112;1350;582;626;
4397;7700;8;339;155;12;
4398;7700;1346;579;1347;888;
4399;7700;191;188;264;756;
4400;7732;153;163;373;313;
4401;7732;8;188;56;279;
4402;7740;108;270;148;278;
4403;7740;173;41;345;249;
4404;7740;622;142;248;147;
4405;7750;141;13;130;258;
4406;7750;221;284;262;294;
4407;7750;135;84;472;711;
4408;7750;331;361;1298;1351;
4409;7750;387;287;1064;632;
4410;7750;32;46;12;87;
4411;7770;285;326;223;331;
4412;7775;259;181;9;300;
4413;7775;280;94;897;836;
4414;7780;293;348;22;314;
4415;7790;290;230;477;226;
4416;7790;922;591;1157;528;
4417;7800;515;959;1385;1;
4418;7800;1198;827;839;983;
4419;7800;1247;329;773;617;
4420;7800;157;193;139;158;
4421;7800;1395;511;1108;488;
4422;7800;274;924;167;5;
4423;7800;487;222;142;300;
4424;7800;108;158;449;25;
4425;7800;167;397;276;148;
4426;7800;307;948;380;364;
4427;7800;360;108;1059;210;
4428;7800;996;696;647;1056;
4429;7800;69;207;1285;322;
4430;7800;397;130;398;376;
4431;7800;256;224;295;121;
4432;7800;396;202;377;252;
4433;7800;353;136;167;276;
4434;7800;53;43;79;136;
4435;7800;123;342;128;102;
4436;7800;276;341;378;368;
4437;7800;1137;62;1155;445;
4438;7800;1199;67;831;70;
4439;7800;771;107;429;256;
4440;7800;5;282;47;30;
4441;7800;359;1399;341;342;
4442;7805;288;219;511;262;
4443;7807;51;48;222;140;
4444;7809;242;176;1223;187;
4445;7820;19;331;114;157;
4446;7832;160;216;346;229;
4447;7835;443;619;727;1109;
4448;7844;303;248;1021;347;
4449;7845;241;10;875;1002;
4450;7849;289;294;715;282;
4451;7850;727;247;1022;1073;
4452;7850;582;1217;871;990;
4453;7863;480;179;529;114;
4454;7882;241;127;867;167;
4455;7882;666;771;1011;990;
4456;7882;246;281;782;218;
4457;7882;291;132;1212;545;
4458;7882;1330;915;676;817;
4459;7882;1106;1176;965;1325;
4460;7882;1178;712;137;640;
4461;7882;151;23;234;73;
4462;7900;1205;639;453;983;
4463;7900;892;276;261;1235;
4464;7900;262;300;367;282;
4465;7900;190;178;1380;194;
4466;7900;532;19;57;52;
4467;7900;329;55;79;261;
4468;7900;121;139;350;126;
4469;7900;141;234;997;167;
4470;7900;691;373;716;1070;
4471;7900;381;29;113;32;
4472;7900;172;186;152;24;
4473;7900;269;43;306;1158;
4474;7900;7;42;99;39;
4475;7900;125;112;131;217;
4476;7900;721;923;1361;1275;
4477;7900;526;152;382;377;
4478;7900;14;303;123;154;
4479;7900;375;46;1343;107;
4480;7900;54;377;98;51;
4481;7900;30;125;45;26;
4482;7900;38;303;79;209;
4483;7900;105;187;438;149;
4484;7900;49;142;1031;54;
4485;7900;369;105;392;464;
4486;7915;139;178;124;348;
4487;7940;452;209;321;218;
4488;7950;355;94;512;176;
4489;7950;193;149;24;181;
4490;7950;1106;125;258;909;
4491;7950;241;327;72;6;
4492;7950;548;200;1281;530;
4493;7950;325;158;400;999;
4494;7950;22;129;1078;178;
4495;7950;340;47;30;227;
4496;7950;316;19;379;96;
4497;7950;378;13;380;240;
4498;7950;388;147;1220;151;
4499;7950;251;235;177;263;
4500;7950;234;136;376;356;
4501;7950;233;108;124;100;
4502;7957;497;102;885;182;
4503;7980;69;63;344;79;
4504;7980;1043;634;749;64;
4505;7987;41;215;182;88;
4506;7987;15;278;135;86;
4507;7990;639;166;303;365;
4508;7990;354;44;21;218;
4509;7990;166;316;106;175;
4510;7990;330;73;787;149;
4511;7990;51;259;155;21;
4512;7990;181;24;248;83;
4513;7995;210;125;194;312;
4514;7995;298;157;147;329;
4515;8000;103;168;136;59;
4516;8000;831;348;793;536;
4517;8000;75;47;62;46;
4518;8000;74;142;165;67;
4519;8000;362;89;1351;174;
4520;8000;48;9;60;85;
4521;8000;201;28;1015;191;
4522;8000;174;71;150;92;
4523;8000;162;107;359;129;
4524;8000;737;1107;1372;1207;
4525;8000;261;138;78;44;
4526;8000;668;2;1261;1135;
4527;8000;375;84;19;229;
4528;8000;868;988;1164;1061;
4529;8000;105;127;101;72;
4530;8000;114;123;174;166;
4531;8000;175;127;232;153;
4532;8000;51;285;106;162;
4533;8000;525;139;91;147;
4534;8000;76;243;252;749;
4535;8000;10;483;385;77;
4536;8000;352;376;303;393;
4537;8000;79;206;90;63;
4538;8000;43;337;743;864;
4539;8000;977;146;153;1191;
4540;8000;152;128;24;6;
